id,cim,reszletes_cim,teljes_ar,reszletes_ar,terulet,nm_ar,szobak,epitesi_ev,szint,allapot,ingatlan_allapota,futes,erkely,parkolas,energetikai,tajolas,kert,hirdeto_tipus,leiras,ingatlanos,telefon,link
72,,,,,,,,2026,2,,,"hőszivattyú, padlófűtés, hűtő-fűtő klíma",,teremgarázs hely - benne van az árban,,,,ingatlaniroda,"Hivatkozzon erre, kód: 4984 - ÚJ ÉPÍTÉSŰ ÖNÁLLÓ HÁZ - CSENDES, ERDŐS, ZÖLD ÖVEZET - IGÉNYES KIVITELEZÉS - NAPPALI + 3 SZOBA + TERASZ + 2 GK-S GARÁZS - MEGBÍZHATÓ BERUHÁZÓ, SZÁMOS REFERENCIA Érdliget kedvelt részén madárcsicsergős, erdős zöldövezetben 538m2-es telken nappali + 3 szobás + pince szinten 2 gk-s garázs, összesen nettó 140.3m2-es (+ terasz), új építésű önálló családi ház leköthető igény szerinti befejezéssel! Várható átadás: 2026. I. negyedév! A képek között referencia ingatlan is látható! Az ingatlan felosztása a következő: Pince szint (50.3m2): 2 gk-s garázs (27.06m2), gépészeti helyiség (4.82m2), tároló - dolgozó (11.25m2), előtér-lépcső (7.17m2). Földszint (90m2 + terasz): előszoba (6.28m2), közlekedő (4.64m2), amerikai konyha - nappali (41.1m2), háztartási helyiség + wc (2.87m2), fürdőszoba + wc (4.18m2), 3 szoba (9.43m2, 12.21m2, 9.29m2), terasz (14.5m2). Szerkezeti leírás: Beton alap. 30-as tégla főfalak + 15cm dryvit szigetelés. 10-es tégla válaszfalak. A külső nyílá...",,,https://ingatlan.com/34827079
73,,,,,,,,1950 és 1980 között,2,,felújított,gázkazán,,udvari beálló - benne van az árban,,,,ingatlaniroda,"Eladó a képeken látható kétszintes, 2 generációs (külön bejáratú), jó állapotú, 1976-ben épült, 2019-ben felújított családi ház Érdligeten. Az ingatlan az alábbi helyiségekből áll: Földszint (85 m2): nappali, hálószoba, fürdőszoba, konyha Emelet (65 m2): nappali, 2 hálószoba, fürdőszoba, szeparált konyha, vendég mosdó, 8 m2-es erkély. Az ingatlanban korszerű gázkazán biztosítja a fűtést, de egy vegyes-tüzelésű kazán is rendelkezésre áll, a hűtéshez pedig légkondicionáló. Felújításkor a régi ablakok helyére műanyag nyílászárók kerültek, illetve az épület 8 cm szigetelést is kapott. A falak B-30-as téglából épültek, betongerendás tetőszerkezettel. Közlekedés kitűnő, óvoda, boltok a közelben. Fedett gépkocsibeálló két jármű számára biztosított. Egyéb információkkal és megtekintéssel kapcsolatban keressen bizalommal.",,,https://ingatlan.com/34576841
74,,,,,,,,1981 és 2000 között,,,jó állapotú,gázkazán,,önálló garázs,,,,ingatlaniroda,"NAGYRAVÁGYÓKNAK! ÉRDLIGETEN, KERESETT RÉSZEN ELADÓ KÖZEL 500 M2-ES HÁZ 1977 M2 TELEKTERÜLETTEL ! Rendezett környék, szép házak környezetében , aszfaltos utcában található.Az ingatlan 1995-ben épült saját célra, azóta is a család tulajdonában van, Az épületet jelenleg 3 külön lakásként használják. Földszinten 2 lakás lett kialakítva külön bejárással, 1 lakás pedig az emeleten. Amennyiben befektetésen gondolkodik nagyon jó lehetőség kiadás szempontjából a 3 lakás, illetve a telek adottságai miatt a hátsó telek rész külön értékesíthető vagy építhető rá külön ingatlan. Könnyedén visszaalakítható, hogy újra 1 házként funkcionáljon. Az ingatlan felújítandó, korszerűsítésre, modernizálásra van szüksége, viszont saját ízlése és igénye szerint teheti ezt és ez által egy tökéletes luxus otthont tudhat magáénak. Műszaki adatok: - 38 cm-es YTONG falazat - Fűtése gázkazán, alternatív fűtés egy hangulatos kandalló a nappaliban - Nyílászárók fa kivitelűek, 2 rétegű thermo üvegezéssel - Velux tetőtéri...",,,https://ingatlan.com/34221737
75,,,,,,,,1950 és 1980 között,,,közepes állapotú,"gázkazán, cserépkályha",,,,,,maganszemely,"EGYSZINTES, 3 SZOBÁS CSALÁDI HÁZ ÉRDLIGETEN ELADÓ!!! Érdliget kedvelt részén, karnyújtásnyira a Papi földek szabadidőpark mellett kínálunk eladásra egy 768 nm-es összközműves telken lévő, egyszintes családi házat. A ház 1972-ben téglából épült, nettó 90 nm alapterületű, mely 3 szoba, konyha, étkező, fürdőszoba (wc-vel), előszoba, kamra és 2 közlekedő helyiségekből áll, továbbá két fedett terasz is kialakításra került (25 és 7 nm). Az ingatlanban a meleg ellátásáról gáz cirkó rendszer és egy hangulatos cserépkályha gondoskodik. A közeli Szabadidőpark ideális lehetőséget biztosít a pihenésre és a szabadidős tevékenységekre, így a ház tökéletes választás lehet családok számára, vagy azok számára, akik szeretik a természet közelségét és a kiemelkedő szabadidős lehetőségeket. További információkért keressen bizalommal! Irányár: 64,9 mFt",,,https://ingatlan.com/34738794
76,,,,,,,,1981 és 2000 között,,,közepes állapotú,gázkazán,,udvari beálló - benne van az árban,,,,maganszemely,"Érd-ligeten kertvárosi környezetben, a Fűzfa utcában, kínálok megvételre, panorámás kilátással egy önálló családi házat. ÉPÍTÉSI TELEKNEK IS MEGFELELŐ ! A ház 1981-ben épült, hasznos alapterülete 55 m2. Elrendezése szoba 15 m2, konyha+étkező 15 m2, WC fürdő 7 nm, 1 fél szoba 10 nm,előtér 3 nm helységekből áll. Téglából épült, szerkezetileg jó állapotú, világos, természetes belső terekkel, a nagy ablakoknak köszönhetően. Fűtése gázcirkóval, radiátoros hőleadókkal megoldott. A házon 2014- ben részben tetőcsere volt, cserépfedéssel, fürdőszoba és WC-ék kompletten felújításra kerültek. A ház mellett elkezdett garázs, körülötte rendezett udvar és kert termő gyümölcsfákkal. Érd központ, vasútállomás 10 perc, buszmegálló 10 percnyire gyalogosan. Orvosi rendelő, bolt gyalogtávolságra. Ajánlom mindazon gyerekes házaspároknak, akik egy igazán kiváló, jól megközelíthető, jó adottságokkal rendelkező, csendes, nyugodt helyen szeretnék élni a mindennapjaikat. Ha szeretne kiszabadulni a városi körfor...",,,https://ingatlan.com/32798399
77,,,,,,,,1950 és 1980 között,,,közepes állapotú,gáz (konvektor),,önálló garázs - benne van az árban,,,,ingatlaniroda,"--- ÉRDLIGETEN, CSENDES MELLÉK UTCÁBAN, VASUTHOZ, BUSZOKHOZ ÉS MINDENHEZ IS KÖZEL, JÓ ADOTTSÁGÚ TELEK, FELUJITANDÓ HÁZZAL --- AZ INGATLAN ÉRDLIGET VASUTÁLLOMÁSTÓL PÁR UTCÁNYIRA TALÁLHATÓ, CSENDES MELLÉK UTCÁBAN. A telek sík, 20 méteres utcafrontja van. A telken található egy 55 nm-s tégla ház terasszal és egy különálló 20 nm-es, szintén tégla építésű, különálló épület. A HÁZ elrendezése 2 szoba, konyha, étkező, fürdőszoba, előszoba. Fűtése gázkonvektorral és kandallóval megoldott. A KISHÁZAT nyárikonyhaként használták. Ide is be vannak vezetve a közművek. Ez az épület egy helyiségből és egy toalettből áll. Térképen mindkét épület fel van tüntetve. A ház és a kisház is szerkezetileg stabil, nincsenek repedések, felázás vagy penészesedés. A telek összközműves, víz, gáz, csatorna, villany bevezetve. A kertben fúrt kút is van. A TELEK Vt-1/l ÖVEZETBEN TALÁLHATÓ. Ha nagyobb ingatlanra vágyik, a meglévő ház elbontható, vagy bővíthető. Vt-1/l övezeti besorolású telkek: - beépítési módja: szab...",,,https://ingatlan.com/34792317
78,,,,,,,,1981 és 2000 között,2,,újszerű,"hűtő-fűtő klíma, hőszivattyú",,udvari beálló - benne van az árban,,,,bizonytalan,"Érdligeten eladó frissen és teljeskörűen felújított, azonnal költözhető, nettó 130 nm-es (bruttó 153 nm), amerikai konyha-nappalis, 3 hálós, duplakomfortos, légkondicionált, modern és igényes, tehermentes, albetétesített, hitelezhető ikerház fél, 190 nm-es saját leválasztott kerttel (saroktelken). Igény esetén a fotókon és videón látható bútorozottsággal is birtokba vehető - az árban benne van. A ház az 1970-es években épült. A tető felújítása 6 éve történt meg, kifogástalan állapotban van. Ezen és a szintén tökéletes állapotú konyhabútoron kívül minden modernizált, felújított. A fűtésről jelenleg hűtő-fűtő klíma gondoskodik, de a teljes műszaki előkészítés megtörtént a hőszivattyúhoz is igény esetén. A házban a friss levegőt a non-stop működő gépi szellőzés biztosítja. A házhoz kis terasz, előkert és egy zöld, lekerített kert tartozik. A kertben 2 gépkocsinak a beállás megoldható (igény esetén a beálló fedetté tehető). Falakon 15 cm-es dryvit, a tetőtérben pedig 2 komponensű fújthab s...",,,https://ingatlan.com/34087169
79,,,,,,,,2012,2,,újszerű,"gázkazán, padlófűtés, kandalló",,önálló garázs,,,,maganszemely,"AMERIKAI STÍLUSÚ LUXUSVILLA ÉRDLIGETEN Közel 700 nm-es impozáns ingatlan 2012-ben épült, több mint 2000 nm-es panorámás telken. Bejárata egy nagy méretű fogadószobába nyílik,ahonnan a hatalmas étkező-konyha-nappali közelíthető meg. Ezen a szinten kapott helyet a szülői hálószoba gardróbbal és fürdőszobával,a hobbi szoba szaunával és gőzkabinnal,valamint a mosókonyha és és egyéb kiszolgáló helyiségek. Több irányból kijuthatunk az összesen 150 nm-es teraszra,onnan a gyönyörű kertbe,ahol fűtött medence,halas tó,jakuzzi és egy madárkert található. Az emeleten 2 különálló lakrész lett kialakítva. Mindkettő saját nappalival,hálószobával, gardróbbal,fürdőszobával és panoráma terasszal rendelkezik. Ezen a szinten található még plusz egy vendégszoba fürdővel. A házhoz egy nagyméretű garázs tartozik,ahol 4 db autó is kényelmesen elfér. Tavasszal az összes fürdőszoba komplett felújításon esik át,így teljesen újonnan kerül az új tulajdonos birtokába. Fűtésről gázkazán gondoskodik padlófűtéssel és ...",,,https://ingatlan.com/34698024
80,,,,,,,,,,,közepes állapotú,"gáz (konvektor), kandalló",,udvari beálló - benne van az árban,,,,maganszemely,"Alacsony fenntartású, önálló családi ház eladó. A Szabadidőpark (Záportározó) szomszédságában eladó egy földszintes, alacsony rezsiköltségű, különálló, (nem iker!) saroktelken levő, nettó 64m2-es családi ház. Az telek 412m2-es, melyen szőlő, meggyfa található. A házban 2 különálló szoba, étkezős konyha, fürdőszoba, előszoba és közlekedő található. Fűtése gázkonvektoros, illetve van egy kandalló is. Bár az utóbbit mi nem használtuk évek óta, de kipróbáltuk, jól működött. A ház bejáratánál van egy kis terasz, a hátsó kertben pedig egy két részre osztott tároló (2 külön bejárattal) és egy ól, ami szintén tárolóként funkcionál. Az ingatlan lakható állapotban van, jelenleg is lakjuk, csak ""kinőttük"". Konyhában, közlekedőben, fürdőszobában, szobában pvc van, előszobában járólap, nappaliban laminált padló. Fürdőszobában, konyhában új villanyboyler. A ház tégla építésű és cseréptetős. A tető fa gerendás. A szobák ablakain redőnyök vannak. Továbbá van éjszakai áram, telken belül 1-2 autó beállá...",,,https://ingatlan.com/33523262
81,,,,,,,,2024,2,,,"hőszivattyú, padlófűtés, fan-coil",,udvari beálló - benne van az árban,A+,,,maganszemely,"ÖRÖKPANORÁMÁS, ÚJ ÉPÍTÉSŰ LUXUS CSALÁDI HÁZ ELADÓ ÉRD - DIÓSD HATÁRÁN Képzelje el, hogy minden reggel a LENYŰGÖZŐ PANORÁMÁBAN ébredhet! Eladó egy ÖRÖKPANORÁMÁS, ÚJ ÉPÍTÉSŰ, PRÉMIUM kategóriás családi ház Érd és Diósd határán ősfás környezetben Érd egyik legkeresettebb, csendes részén új építésű házakkal körülvett részén. Ez a 150 m²-es, nappali + 5 szobás LUXUSOTTHON a legmodernebb technológiával és prémium minőségű anyagokkal épült, hogy a legmagasabb kényelmet és időtállóságot biztosítsa. Minden részletében a LUXUST, a PRÉMIUM ÉLETMINŐSÉGET képviseli. FŐBB JELLEMZŐK: 150 nm lakótér + 101 nm terasz Nappali + 5 szoba – tágas, világos terek 3 fürdőszoba – prémium minőségű szaniterekkel Háztartási helyiség és gardrób – praktikus tárolási megoldások Különálló tároló és autóbeálló Földszint: 110,55 nm lakótér, 9,06 nm és 9,33 nm terasz Emelet: 40 nm lakótér, 2,85 nm terasz 80 nm-es panorámaterasz – lélegzetelállító kilátás CSÚCSTECHNOLÓGIÁS MŰSZAKI MEGOLDÁSOK: A+ energetikai besorolás – al...",,,https://ingatlan.com/34542753
82,,,,,,,,1950 és 1980 között,2,,közepes állapotú,gázkazán,,önálló garázs - benne van az árban,,,,maganszemely,"Érdligeten, csendes, közkedvelt utcában, 2 generációs családi ház eladó! A 818 nm-s telken két ház található, melyek két különböző utcáról közelíthető meg. Mindkét ház külön mérőórákkal rendelkezik, a kert középen elválasztható. A nagyobb ház földszintje 77 nm-s, nappali, szoba, konyha és fürdőszoba, az emelet 68 nm-s, nappali, két szoba, konyha és fürdőszoba. Hozzá építettek még egy szobát, ahonnan nyílik a nagy ház alatti alagsori szint, kazánházzal és tárolókkal. Autóval a fedett beállóban parkolhatunk. A fűtés gáz cirkóval és gázkazánnal megoldott, nyílászárók korszerű műanyag keretesek. Minden közmű külön mérhető! A kisebbik ház 80 nm-s, ami egy hatalmas nappaliból, fürdőszobából és egy szobából áll, amit elkezdtek konyhának kialakítani. A ház mellet található egy 20 nm-s tároló és egy fedett kerekeskút és egy saját garázs. A fűtés gáz cirkóval megoldott, nyílászárók korszerű műanyag keretesek. Minden közmű külön mérhető! Ha bármi további kérdése van, kérem hívjon bizalommal! HITE...",,,https://ingatlan.com/33592324
83,,,,,,,,1981 és 2000 között,3,,jó állapotú,házközponti,,,,,,bizonytalan,"Érdliget területén várja új tulajdonosát egy 90-es évek közepén épült, közel 600 m2-es kastély jellegű, jó állapotban lévő ingatlan, 2.592 m2-es telken. A házhoz dupla garázs tartozik, ill. ősfákkal, szökőkúttal díszített park található, a kertben fúrt kúttal. Az épület földszinti részén elegáns előszoba, dolgozószoba, mellékhelyiség, konditerem, szauna, mosókonyha, ill. a gépészet található. Innen belső átjáróval jutunk a garázsba. A főbejárat előtt fedett gépkocsi fogadó. A lépcsőházban lift beállítására alkalmas hely lett kialakítva. A középső szinten található egy konyha étkezővel, 36 m2-es terasszal, tölgyfából készült főzőszigetes konyhapult, melyen gránit munkalap van, ill. tágas, világos nappali, zöld márvány kandallóval. A nappaliból nyílik egy 46 m2-es terasz és az épület a déli oldalra is kijárattal rendelkezik, mely egy belátás mentes zárt része a teleknek. Szintén ezen a szinten található egy 40m2-es 2 m mély, feszített víztükrös, függesztett medence is, amely mellett zöld...",,,https://ingatlan.com/33001422
84,,,,,,,,2025,2,,,"hőszivattyú, padlófűtés",,önálló garázs - benne van az árban,,,,bizonytalan,"KÉT GYÖNYÖRŰ, PANORÁMÁS ÚJ ÉPÍTÉSŰ IKERLAKÁS ELADÓ ÉRDLIGET CSENDES UTCÁJÁBAN, SAJÁT TELEKKEL 90%-OS KÉSZÜLTSÉG, ÁTADÁS ADÁSVÉTELTŐL SZÁMÍTOTT EGY HÓNAP! Érdliget csendes mellékutcájában kínálunk megvételre egy igényes kivitelezésű, ALACSONY REZSIJŰ, PANORÁMÁS, HŐSZIVATTYÚS, DUPLAGARÁZSOS, bruttó 210 nm-es (nettó 157 nm), nappali + 4 szobás, tágas amerikai konyhás, ÚJ ÉPÍTÉSŰ ikerházi lakást, a hozzá tartozó 637 nm-es telekkel. Műszaki tartalom: •Az alapban C16-os mixerbeton, a koszorúban és födémben C20-as mixerbeton. Aljzatbeton ESTRICH. •Falazat: 30-as Porotherm tégla. Kívülről 15 cm-es DRYVIT. Felül 25 cm-es kőzetgyapot szigetelés. A válaszfal 10-es válaszfaltégla. Falak kétszer glettelve, fehér színre festve. •Tető: 1. osztályú impregnált faanyag, antracit betoncserép. •Nyílászárók: 3 rétegű, 5 légkamrás, bukó-nyíló, redőnnyel és szúnyoghálóval ellátva •A ház fűtéséről és melegvíz-ellátásáról HŐSZIVATTYÚ gondoskodik, a hőleadás padlófűtésen keresztül történik. •H-Tarifa •Választha...",,,https://ingatlan.com/34670444
85,,,,,,,,1950 és 1980 között,,,felújított,"hűtő-fűtő klíma, elektromos fűtőpanel, vegyes tüzelésű kazán",,önálló garázs - benne van az árban,,,,ingatlaniroda,"Eladó napfényes családi ház Érdligeten 116 m², 805 m²-es telken Ár: 140 500 000 Ft Érdliget csendes, jól megközelíthető részén kínálunk eladásra egy 116 m²-es, téglaépítésű családi házat, 805 m²-es, gondozott telekkel. Az ingatlan kiváló műszaki állapotban van, számos korszerűsítéssel! Ház jellemzői: Téglaépítésű, 20 cm homlokzati szigetelés + szigetelt lábazat Betonfödém, a födém szigetelés megrendelve Tető: tartós cserepeslemez Új villanyóra, 3x20 Amper, H tarifa Hűtő-fűtő klíma, fürdőszobai falimelegítő Vegyestüzelésű kazán Konyhabútor és az előszobabútor a vételárban Telek és külső adottságok: 805 m²-es napfényes kert Térkövezett beálló egészen a garázsig 37 m2-es garázs ipari árammal és szerelőaknával, 16 m2-es pince Szaletli, termő gyümölcsfák, ásott kút Az ingatlan ideális választás lehet családosoknak, de azok számára is, akik egy jól felszerelt, stabil szerkezetű, energiahatékony otthont keresnek. Ne maradjon le róla jöjjön el, nézze meg, szeressen bele!",,,https://ingatlan.com/34801392
86,,,,,,,,1981 és 2000 között,2,,felújított,gázkazán,,udvari beálló - benne van az árban,,,,ingatlaniroda,"ÚJ IRODÁT KERES VÁLLALKOZÁSÁNAK? Megvételre kínálok egy 240 m2 alapterületű, 5 szobás, két szintes, ingatlant mely kiváló lehetőségeket rejt magában. Az ingatlan elrendezése a következőképpen alakul: FÖLDSZINT: Földszinten található egy 28 m2-es “open office” iroda, melyben 7 munkaállomás kapott helyet, valamint két tárgyaló (9,6 m2-es és 8,3 m2-es), egy teakonyha és egy 31 m2-es műhely, mely igény szerint alakítható, berendezhető. Igény szerint amerikai konyhás nappalivá alakítható. Ez a helyiség a korábbi években - mielőtt az irodai kialakítás megtörtént - is funkcionált hasonlóképpen. EMELET: Az emelet egy jól szeparált lépcsőházból közelíthető meg. Az emeleten kialakításra került egy nappali - szoba - gardrób - konyha - étkező elrendezésű lakás. Az ingatlan elhelyezkedéséből és elosztásából fakadóan könnyen bérbeadható. TELEK: Az udvarban helyett kapott egy kis halastó, grillező, kétállásos fedett gépkocsibeálló és 5 db parkoló is. Az ingatlan fűtését egy gázkazán biztosítja. A mel...",,,https://ingatlan.com/34145570
87,,,,,,,,1981 és 2000 között,,,felújítandó,"vegyes tüzelésű kazán, gázkazán",,önálló garázs,,,,bizonytalan,"Érden 3 szobás tégla családi ház eladó! Jellemzője: -téglából épült, sávalapra, vízszigeteléssel; -betonfödémmel rendelkezik; -tetőszerkezet jó, héjazat cserére érett; -67 m2-es ház, 2+1 szoba kialakítással; -a ház állapota felújítandó; -nincs repedés, süllyedés, vizesedés; -fűtése radiátorokkal, vegyes tüzelésű és gázkazánnal; -melléképületek 23,7 m2 és 17 m2-es garázs. Bevásárló központ, vasútállomás 600 méterre! Ára: 65 Millió Ft Érdeklődni: Kardos Marianna",,,https://ingatlan.com/34736149
88,,,,,,,,2001 és 2010 között,3,,felújított,gázkazán,,önálló garázs - benne van az árban,,,,ingatlaniroda,"Tisztelt Érdeklődő! Magánszemély tulajdonosként értékesítjük Érdliget legszebb-legjobb helyén a Tulipán utcában található családi házunkat! A lokáció:A ház Budapesttől 15-18km-re található,nyugodt,csendes utcában,igényes luxus ingatlanok szomszédságában.A telek szinte sík,de mivel a dombtetőn helyezkedik el,csodás örök körpanoráma tárul elénk Budapestre,és a környező településekre.Néhány száz méteres körzetben található nívós iskola,gimnázium,vadonat új bölcsőde-óvoda,buszmegálló,Spar szupermarket,és a most épülő Lidl. Az épület:A ház 667nm-es telken,30-as téglából épült,8-cm-es szigeteléssel,teljesen új takarékos kondenzációs kazánnal radiátor,és padlófűtéssel,műanyag nyílászárókkal,és kétrétegű üvegekkel rendelkezik.A szobák laminált parkettával a többi helyiség járólappal burkoltak. Az elosztás:A családi ház 3 szintes,összesen 157nm,a szuterénben kazánház,mosókonyha,és egy szabadidő szoba található.A földszinten nappali+1szoba,konyha-spájz,fürdőszoba wc-vel kapott helyet.A legfelső ...",,,https://ingatlan.com/34089384
89,,,,,,,,1981 és 2000 között,2,,felújított,gázkazán,,önálló garázs - benne van az árban,,,,ingatlaniroda,"ELADÓ CSALÁDI HÁZ ÉRDLIGET BUJA ZÖLD, ŐSFÁS KÖRNYEZETÉBEN, TÖBBSZINTES BEÉPÍTETT TERASZOS MEGOLDÁSOKKAL, PÁRATLAN ÖRÖKPANORÁMÁVAL – Egy hely, ahol az otthon és a természet találkozikÉrdliget „Rózsadombján”, exkluzív, mégis természetközeli, csendes részén, Diósdliget határában vár új tulajdonosára ez az energiatakarékos, világos, panorámás családi ház. A 143 m²-es, könnyűszerkezetes, nappali+2 szobás (+1 szoba, mert a jelenleg gardrób 10 nm-es, ablakos, így szobaként is funkcionálhat) ingatlan 635 m²-es telken helyezkedik el, ahonnan páratlan panoráma tárul elénk.A ház praktikus beosztású, minden részletében gondosan tervezett, délkeleti fekvésének köszönhetően egész nap napfényes. Az alsó szinten tágas, teraszkapcsolatos nappali, teraszkapcsolatos étkező-konyha, kamra, gardróbszoba, fürdőszoba és különálló WC található. Az emeleten két kényelmes hálószoba és egy tároló kapott helyet. A pince szinten további két, fűthető helyiség – mosókonyha-tároló, kazánhelyiség, és akár edzőteremként...",,,https://ingatlan.com/34798711
90,,,,,,,,2021,2,,újszerű,hőszivattyú,,önálló garázs,,,,maganszemely,"KIZÁRÓLAG A CASA NETWORK BUDA KÍNÁLATÁBAN! 2023.július 15.-től költözhető! ALACSONY REZSIKÖLTSÉGGEL üzemeltethető! Érdliget, Diósdhoz közeli, közkedvelt családi házas részén, megvételre kínálok egy Tarnay Tünde építész-tervező által tervezett magas minőségben kivitelezett klasszikusan elegáns, stílusos vonalvezetésű családi villát. Az ingatlan kivételes prémium kategóriát képviselő, saját részre épült családi otthon. Érd város legszebb házának 3. helyezettjének díját vehette át. A 2021- ben épült ház egy 1094 m2-es telken helyezkedik el. Az ingatlan elé érkezve lenyűgöző látvány tárul elénk, impozáns oszlopok, előkert, egyedi építészeti megoldások ,melyek igazán egyedi megjelenésűvé teszik ezt a csodaszép villát. A ház az utcához képest úgy került megtervezésre, hogy legyen egy belső intim udvara, amely lakói nyugodt pihenését szolgálja. Fűtött alapterülete: 266,53 m2 Teraszokkal növelt alapterület: 353 m2 A kétszintes ház tágas előterébe egy 10 m2-es boltíves belépőn keresztül érkezün...",,,https://ingatlan.com/33288505
91,,,,,,,,1950 előtt,,,felújítandó,"gáz (konvektor), cserépkályha",,udvari beálló - benne van az árban,,,,ingatlaniroda,"Eladó egy sok lehetőséget kínáló ingatlan Érdligeten, nyugodt, csendes, főútközeli utcában. (jelenleg hagyatéki eljárás van folyamatban, vételi ajánlat tehető rá) A telek területe 1355 nm, enyhén lejtős. Kerekes kút található rajta. A ház a telek középső részén helyezkedik el, ezáltal kellemes távolságban van az utcafronttól, és az enyhe lejtés miatt a kilátás is biztosított. 116 nm alapterületű, pár lépcső vezet fel a bejárati ajtóig, amin keresztül az előtér/étkezőbe juthatunk. Jobb oldalon egy tárolóhelyiség található, majd egy kis oldalfolyosó vezet egy nagyobb, ablakos fürdőszobába, mely a hálószobához tartozik. Erről is kis folyosóról nyílik a pincelejárat. A pince két helyiségből áll, száraz, ablakos. Bal oldalon a bejárati ajtó mögött egy szeparált külön wc (ablakos) található, majd a cselédszoba/gardrobe, utána a konyha nyílik, amihez tágas kamra tartozik. Mindkettő ablakos. Az étkezőből szemben nyílik a nappali szoba, ami sarokablakokkal néz a kertre, valamint innen léphetünk...",,,https://ingatlan.com/34899939
92,,,,,,,,2001 és 2010 között,2,,jó állapotú,"gázkazán, kandalló",,udvari beálló - benne van az árban,,,,maganszemely,"EZ NEM „TUCAT HÁZ”! MODERN KOMFORT a KÖZÉPKOR STÍLUSÁBAN! KERESÜK a HÁZ ÚJ ÚRÁT, ÚRHÖLGYÉT és APRÓDOKAT! Az ingatlan belső stílusa minden helyiség apró kiegészítőjében harmonizál a belső homlokzat alap koncepciójával. A ház Érdliget kerületében, a virágneves utcák között, 1122 m2-es birtokon fekszik. 2004-ben építették (bővítették) újjá. Összesen 132 m2 + 40 m2 tégla melléképület. Hasznos lakóterülete 113 m2. 3 szoba + nappalis összkomfortos épület. A földszinti része 58 m2 + ~15 fedett terasz. Előszoba, 1 szoba + nappali, konyha-étkező és a felső szintre vezető lépcső található itt. Az emeleten 55 m2-en a „bálteremből” nyílóan 2 hálószoba (jobb és bal szárnyon), 2 gardrób a kelméknek (az egyik zuhanyzóvá is átalakítható) és egy loggia került kialakításra. A kellemes belső hőmérsékletről és komfortos tisztálkodásról Baxi típusú kombi cirkó gondoskodik radiátor hőleadással. A nappaliban a hangulat teljeségéhez nélkülözhetetlen kandalló is megtalálható (vízteres, nem csak helyben melegít...",,,https://ingatlan.com/34380178
93,,,,,,,,1981 és 2000 között,2,,jó állapotú,gázkazán,,,,,,ingatlaniroda,"Érdligeti családi ház akár két generációnak is! Eladó családi ház Érden, Érdliget csendes övezetében! Eladásra kínálunk egy remek állapotban lévő, 2000-ben épült, önálló családi házat Érd Érdliget részén, csendes, családi házas környezetben. Az ingatlan 557 m²-es telken helyezkedik el, és nettó 177 m² hasznos alapterülettel rendelkezik. A ház földszintjén található egy tágas és hangulatos átriumos nappali konyhával, valamint egy előszoba, egy hálószoba, egy wc és egy fürdőszoba. A nappali nagy teraszajtaja elektromos redőnnyel van felszerelve. A garázs egy autó beállására alkalmas, és szintén elektromos ajtóval rendelkezik. Az emeleti szintre felérve a galériáról lenézhetünk a nappalira. Ezen a szinten található még egy nagy nappali konyhával, három hálószoba és egy fürdőszoba is. A fenti szint melegvíz ellátását egy villanybojler biztosítja, amely éjszakai áramról üzemeltethető, míg a földszinten a kombi gázkazán látja el a melegvíz szolgáltatást. A ház Porotherm 30-as téglából épült,...",,,https://ingatlan.com/34342447
94,,,,,,,,1950 előtt,,,felújítandó,gáz (konvektor),,,,,,bizonytalan,"1940-es években épült 2 soros válaszfal téglából, masszív alápincézett, felújításra szoruló ház. Kerekeskúttal.",,,https://ingatlan.com/34762993
95,,,,,,,,2020,2,,újszerű,"padlófűtés, gázkazán, hűtő-fűtő klíma",,udvari beálló - benne van az árban,C,,,bizonytalan,"Belső kétszintes családi házunk csendes aszfaltozott zsákutcában található. A közelben van a Papi földek, játszótér, Tesco, Penny, Aldi, Lidl, két vasútállomás, buszmegálló, óvoda, általános iskola, posta, orvosi rendelő, mind sétatávolságra elérhető. A bruttó 162 m2-es (nettó 130) földszinten található 3 szoba, nappali-étkező, konyha, kamra, mosókonyha, 2 db WC, zuhanyzó, fürdőszoba, előszoba, folyosó, tároló, valamint a nappaliból nyílik a belső lépcsőház és egy nagy félig fedett hátsó terasz +(elkezdett külső tároló). A szobákban laminált parketta van, a többi helyiség járólapos. Az emeletre betonlépcső vezet. Az emelet kb. nettó 73 m2 és jelenleg kb. 80%-os készültségű (a 3 szobában laminált parketta van, a többi helyiség járólapos lesz). A ház alkalmas lehet két generáció együttélésére vagy akár külön lakrész is kialakítható egy külső feljáró építésével. Az emeleten: nappali/nagyszoba, szoba, gardrób, fürdőszoba, WC és dolgozószoba/konyha, valamint tárolóhelységek találhatóak. A t...",,,https://ingatlan.com/34281657
